age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
48,Private,HS-grad,12,Separated,Adm-clerical,Unmarried,White,Female,4045,1949,30,United-States,<=50K
40,Private,Some-college,11,Divorced,Adm-clerical,Unmarried,White,Female,4944,3339,39,United-States,<=50K
43,Local-gov,Masters,6,Divorced,Prof-specialty,Unmarried,White,Female,5563,2877,48,United-States,<=50K
34,Local-gov,HS-grad,12,Never-married,Farming-fishing,Not-in-family,Black,Male,5944,966,49,United-States,<=50K
52,?,12th,11,Never-married,?,Other-relative,Black,Male,4557,2111,35,United-States,<=50K
56,Private,HS-grad,6,Widowed,Other-service,Unmarried,Black,Female,5227,1367,35,United-States,<=50K
18,?,Some-college,9,Never-married,?,Own-child,White,Female,4205,1937,31,United-States,<=50K
18,Private,9th,7,Never-married,Handlers-cleaners,Own-child,White,Male,4378,1304,33,United-States,<=50K
57,Private,Some-college,5,Divorced,Exec-managerial,Other-relative,White,Female,6711,1669,40,United-States,<=50K
20,Private,Some-college,12,Never-married,Other-service,Own-child,White,Female,6218,1592,48,United-States,<=50K
21,Private,HS-grad,5,Never-married,Craft-repair,Own-child,White,Male,5360,2825,38,United-States,<=50K
18,Private,11th,11,Never-married,Handlers-cleaners,Own-child,White,Male,4598,3586,47,United-States,<=50K
17,Private,11th,10,Never-married,Other-service,Own-child,White,Male,4191,2084,40,United-States,<=50K
19,?,Some-college,8,Never-married,?,Own-child,White,Female,6387,1294,38,United-States,<=50K
43,Private,HS-grad,5,Divorced,Handlers-cleaners,Not-in-family,White,Male,5607,2514,33,United-States,<=50K
20,Private,Some-college,8,Never-married,Prof-specialty,Other-relative,Black,Female,4911,1210,46,United-States,<=50K
26,Private,Assoc-voc,10,Divorced,Sales,Own-child,White,Female,4095,3840,31,United-States,<=50K
43,Local-gov,Some-college,8,Divorced,Adm-clerical,Not-in-family,White,Female,6812,1422,41,Mexico,<=50K
49,Local-gov,HS-grad,5,Divorced,Adm-clerical,Not-in-family,White,Female,5172,3426,45,United-States,<=50K
18,?,Some-college,12,Never-married,?,Own-child,White,Male,4268,2696,44,United-States,<=50K
28,Private,Doctorate,5,Never-married,Prof-specialty,Not-in-family,White,Male,5900,2032,44,Germany,<=50K
38,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,6902,3768,31,United-States,<=50K
19,Private,Some-college,7,Never-married,Adm-clerical,Own-child,White,Female,6083,2843,49,United-States,<=50K
44,Private,Assoc-voc,10,Never-married,Priv-house-serv,Not-in-family,White,Male,5477,2976,50,United-States,<=50K
18,Private,12th,5,Never-married,Craft-repair,Own-child,White,Male,5067,2689,45,United-States,<=50K
18,Self-emp-not-inc,11th,8,Never-married,Other-service,Own-child,White,Female,5981,1958,47,United-States,<=50K
24,Private,HS-grad,12,Never-married,Craft-repair,Other-relative,White,Male,5725,1443,41,?,<=50K
17,Private,10th,10,Never-married,Craft-repair,Not-in-family,White,Male,4104,1735,38,United-States,<=50K
20,?,Some-college,6,Never-married,?,Own-child,Other,Female,6753,2230,36,United-States,<=50K
19,Private,Some-college,12,Never-married,Craft-repair,Own-child,White,Male,5862,3662,40,United-States,<=50K
20,Private,11th,5,Never-married,Other-service,Own-child,Black,Male,5953,1220,42,United-States,<=50K
19,State-gov,Some-college,5,Never-married,Other-service,Not-in-family,White,Male,5006,2600,46,United-States,<=50K
22,Local-gov,Some-college,9,Never-married,Prof-specialty,Own-child,White,Female,6385,1933,43,United-States,<=50K
18,Private,12th,7,Never-married,Sales,Own-child,White,Male,5911,1101,50,United-States,<=50K
21,Local-gov,Some-college,12,Never-married,Adm-clerical,Not-in-family,White,Female,5122,2435,42,United-States,<=50K
24,Private,HS-grad,6,Never-married,Other-service,Own-child,White,Female,6588,3767,31,United-States,<=50K
17,Private,11th,7,Never-married,Craft-repair,Own-child,White,Male,6804,3058,37,United-States,<=50K
71,Self-emp-not-inc,HS-grad,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,4352,2407,40,United-States,<=50K
71,?,HS-grad,5,Widowed,?,Not-in-family,White,Male,4171,2262,44,United-States,<=50K
38,State-gov,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,4959,2232,42,United-States,<=50K
20,Private,9th,5,Never-married,Adm-clerical,Unmarried,Black,Female,6741,3151,42,United-States,<=50K
39,Private,Some-college,11,Divorced,Adm-clerical,Unmarried,White,Female,5901,1498,43,United-States,<=50K
33,Private,9th,10,Divorced,Craft-repair,Unmarried,White,Male,4573,1886,30,United-States,<=50K
38,Private,10th,12,Widowed,Transport-moving,Unmarried,Black,Male,4195,3097,45,United-States,<=50K
25,Private,HS-grad,12,Never-married,Other-service,Own-child,White,Female,4953,2662,50,United-States,<=50K
50,Self-emp-not-inc,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,4415,1447,50,United-States,<=50K
38,Private,HS-grad,6,Divorced,Handlers-cleaners,Not-in-family,White,Male,6293,1164,30,United-States,<=50K
53,Private,11th,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,5722,2397,32,United-States,<=50K
28,Private,Bachelors,11,Married-civ-spouse,Prof-specialty,Wife,Black,Female,5313,2423,39,Cuba,<=50K
37,Private,Masters,5,Married-civ-spouse,Exec-managerial,Wife,White,Female,5238,2226,38,United-States,<=50K
49,Private,9th,9,Married-spouse-absent,Other-service,Not-in-family,Black,Female,5769,3579,30,Jamaica,<=50K
52,Self-emp-not-inc,HS-grad,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,6356,1989,30,United-States,>50K
37,Private,Some-college,6,Married-civ-spouse,Exec-managerial,Husband,Black,Male,4057,2768,31,United-States,>50K
30,State-gov,Bachelors,5,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4034,2337,32,India,>50K
23,Private,Bachelors,6,Never-married,Adm-clerical,Own-child,White,Female,6087,3494,49,United-States,<=50K
32,Private,Assoc-acdm,7,Never-married,Sales,Not-in-family,Black,Male,4108,1167,44,United-States,<=50K
40,Private,Assoc-voc,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,6677,1979,32,?,>50K
34,Private,7th-8th,5,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,6541,2984,34,Mexico,<=50K
25,Self-emp-not-inc,HS-grad,5,Never-married,Farming-fishing,Own-child,White,Male,5942,1057,32,United-States,<=50K
32,Private,HS-grad,10,Never-married,Machine-op-inspct,Unmarried,White,Male,4034,2104,44,United-States,<=50K
38,Private,11th,7,Married-civ-spouse,Sales,Husband,White,Male,5604,3313,32,United-States,<=50K
43,Self-emp-not-inc,Masters,10,Divorced,Exec-managerial,Unmarried,White,Female,6226,2705,39,United-States,>50K
40,Private,Doctorate,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,4301,3810,31,United-States,>50K
54,Private,HS-grad,6,Separated,Other-service,Unmarried,Black,Female,6788,1796,49,United-States,<=50K
35,Federal-gov,9th,11,Married-civ-spouse,Farming-fishing,Husband,Black,Male,5413,1042,32,United-States,<=50K
59,Private,HS-grad,8,Divorced,Tech-support,Unmarried,White,Female,4525,3006,33,United-States,<=50K
56,Local-gov,Bachelors,11,Married-civ-spouse,Tech-support,Husband,White,Male,4717,951,46,United-States,>50K
19,Private,HS-grad,6,Never-married,Craft-repair,Own-child,White,Male,5835,1181,35,United-States,<=50K
54,?,Some-college,5,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,5602,3312,34,South,>50K
39,Private,HS-grad,10,Divorced,Exec-managerial,Not-in-family,White,Male,4124,2299,46,United-States,<=50K
49,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5156,1125,36,United-States,<=50K
23,Local-gov,Assoc-acdm,10,Never-married,Protective-serv,Not-in-family,White,Male,5999,2809,40,United-States,<=50K
20,Private,Some-college,5,Never-married,Sales,Own-child,Black,Male,5396,2454,47,United-States,<=50K
30,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,White,Male,6420,2667,41,United-States,<=50K
22,State-gov,Some-college,7,Married-civ-spouse,Other-service,Husband,Black,Male,4639,3639,46,United-States,<=50K
48,Private,11th,12,Never-married,Machine-op-inspct,Unmarried,White,Male,4876,1831,42,Puerto-Rico,<=50K
21,Private,Some-college,5,Never-married,Machine-op-inspct,Own-child,White,Male,5947,1520,31,United-States,<=50K
19,Private,HS-grad,11,Married-AF-spouse,Adm-clerical,Wife,White,Female,4059,3699,41,United-States,<=50K
31,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,4493,2551,48,?,>50K
48,Self-emp-not-inc,Assoc-acdm,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,6289,2017,45,United-States,<=50K
31,Private,9th,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4516,3381,45,United-States,<=50K
53,Self-emp-not-inc,Bachelors,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,4712,3325,32,United-States,<=50K
24,Private,Bachelors,6,Married-civ-spouse,Tech-support,Husband,White,Male,4357,1368,48,United-States,<=50K
49,Private,HS-grad,7,Separated,Adm-clerical,Unmarried,White,Female,6063,2125,43,United-States,<=50K
25,Private,HS-grad,12,Never-married,Handlers-cleaners,Not-in-family,White,Male,5112,3008,44,United-States,<=50K
57,Federal-gov,Bachelors,12,Married-civ-spouse,Prof-specialty,Husband,Black,Male,5546,2344,30,United-States,>50K
53,Private,HS-grad,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4938,3779,50,United-States,<=50K
44,Private,Masters,7,Divorced,Exec-managerial,Unmarried,White,Female,5318,1222,50,United-States,<=50K
41,State-gov,Assoc-voc,12,Married-civ-spouse,Craft-repair,Husband,White,Male,4219,1536,45,United-States,<=50K
29,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,6802,3555,33,United-States,<=50K
25,Private,Some-college,7,Married-civ-spouse,Exec-managerial,Wife,Other,Female,6138,1982,43,United-States,<=50K
18,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,6311,1173,41,?,<=50K
50,Federal-gov,Bachelors,12,Divorced,Exec-managerial,Not-in-family,White,Male,5781,3311,47,United-States,>50K
47,Self-emp-inc,HS-grad,12,Divorced,Exec-managerial,Not-in-family,White,Male,6020,3042,43,United-States,<=50K
43,Private,Some-college,6,Married-civ-spouse,Tech-support,Husband,White,Male,4003,2723,45,United-States,>50K
46,Private,5th-6th,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5259,3808,30,Mexico,<=50K
35,Private,Assoc-voc,12,Married-civ-spouse,Other-service,Husband,White,Male,4860,3001,50,Puerto-Rico,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,4697,2580,38,United-States,<=50K
32,?,7th-8th,7,Married-spouse-absent,?,Not-in-family,White,Male,5613,1904,31,?,<=50K
48,Private,HS-grad,7,Married-civ-spouse,Transport-moving,Husband,White,Male,4285,2889,45,United-States,<=50K
42,Private,Doctorate,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,4342,1481,34,United-States,>50K
29,Private,Some-college,9,Divorced,Tech-support,Not-in-family,White,Male,4748,3119,42,United-States,<=50K
36,Private,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,6089,2591,38,United-States,<=50K
28,Private,Some-college,6,Divorced,Adm-clerical,Not-in-family,White,Female,4221,3611,39,United-States,<=50K
53,Private,HS-grad,7,Married-civ-spouse,Adm-clerical,Wife,White,Female,4148,1747,34,United-States,>50K
49,Self-emp-inc,Some-college,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,5237,1595,44,United-States,>50K
25,?,Some-college,9,Never-married,?,Own-child,White,Male,4321,1375,44,United-States,<=50K
19,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,6206,2168,42,United-States,<=50K
31,Private,Bachelors,11,Separated,Sales,Own-child,Black,Female,5284,3566,35,United-States,<=50K
29,Self-emp-not-inc,Bachelors,6,Married-civ-spouse,Sales,Husband,White,Male,6881,1231,34,United-States,>50K
23,Private,Some-college,12,Never-married,Machine-op-inspct,Not-in-family,White,Male,5083,3058,39,United-States,<=50K
71,Private,Some-college,5,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,6197,3220,49,United-States,<=50K
27,Private,HS-grad,10,Never-married,Other-service,Own-child,White,Male,4117,2753,46,Mexico,<=50K
40,Private,Assoc-acdm,5,Married-civ-spouse,Adm-clerical,Husband,White,Male,6682,2941,36,United-States,<=50K
67,?,10th,11,Married-civ-spouse,?,Husband,White,Male,3976,2642,31,United-States,<=50K
18,Private,11th,9,Never-married,Other-service,Own-child,White,Female,4733,1722,30,United-States,<=50K
31,Local-gov,7th-8th,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,5357,3796,41,United-States,<=50K
18,Private,HS-grad,7,Never-married,Sales,Not-in-family,White,Male,6344,2922,34,United-States,<=50K
52,Private,Bachelors,10,Married-civ-spouse,Other-service,Husband,White,Male,6490,1538,41,Cuba,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,5210,2058,34,United-States,<=50K
59,Private,HS-grad,7,Married-civ-spouse,Sales,Husband,White,Male,5898,1602,33,United-States,<=50K
53,Private,HS-grad,10,Divorced,Sales,Own-child,White,Female,4305,2628,44,United-States,<=50K
49,Local-gov,HS-grad,8,Married-civ-spouse,Protective-serv,Husband,White,Male,6514,2838,50,United-States,>50K
33,Private,Masters,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,5563,2626,44,United-States,<=50K
30,Private,9th,10,Never-married,Sales,Not-in-family,White,Male,4134,2774,32,United-States,<=50K
43,Federal-gov,Doctorate,12,Never-married,Prof-specialty,Not-in-family,White,Female,4380,2309,40,United-States,>50K
57,Private,Assoc-voc,5,Married-civ-spouse,Prof-specialty,Husband,White,Male,5809,2980,34,United-States,<=50K
37,Private,Some-college,6,Divorced,Craft-repair,Unmarried,White,Female,5791,1321,46,United-States,<=50K
28,Private,Some-college,8,Divorced,Machine-op-inspct,Unmarried,Black,Female,6073,1275,31,United-States,<=50K
34,Local-gov,Bachelors,10,Married-civ-spouse,Protective-serv,Husband,White,Male,5771,1507,34,United-States,>50K
29,Local-gov,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,5963,1058,50,United-States,<=50K
37,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,6913,1758,37,United-States,>50K
48,Private,Assoc-acdm,5,Divorced,Exec-managerial,Unmarried,White,Female,6031,3737,46,England,<=50K
32,Federal-gov,HS-grad,6,Never-married,Other-service,Own-child,Black,Male,5271,3345,36,United-States,<=50K
71,Private,Masters,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,5290,3214,31,United-States,>50K
47,Self-emp-not-inc,Masters,12,Never-married,Prof-specialty,Not-in-family,White,Female,5111,1223,40,United-States,<=50K
20,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,5197,2136,49,United-States,<=50K
29,Private,HS-grad,11,Never-married,Craft-repair,Not-in-family,White,Male,6856,3747,43,United-States,<=50K
30,Private,11th,12,Never-married,Handlers-cleaners,Own-child,White,Male,6860,1833,32,United-States,<=50K
31,Local-gov,HS-grad,12,Never-married,Adm-clerical,Not-in-family,White,Female,5618,2275,32,United-States,<=50K
42,Private,HS-grad,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,5122,2427,35,United-States,<=50K
24,Private,Bachelors,10,Never-married,Sales,Other-relative,White,Male,5816,1404,37,United-States,<=50K
38,Private,Prof-school,5,Married-civ-spouse,Prof-specialty,Husband,White,Male,5815,3548,47,United-States,>50K
36,Private,HS-grad,12,Never-married,Machine-op-inspct,Own-child,White,Female,5546,1602,46,United-States,<=50K
53,Private,9th,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4727,1372,38,United-States,<=50K
56,Self-emp-inc,Some-college,6,Married-civ-spouse,Sales,Husband,White,Male,4099,3767,31,United-States,<=50K
49,Local-gov,Assoc-voc,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,6177,1266,37,United-States,>50K
55,Private,Some-college,9,Married-civ-spouse,Sales,Husband,White,Male,4978,3169,41,United-States,<=50K
22,Private,HS-grad,5,Never-married,Craft-repair,Not-in-family,White,Male,6880,1259,30,United-States,<=50K
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,4529,1609,34,United-States,<=50K
40,Private,Bachelors,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,6913,1504,31,United-States,<=50K
30,Private,Bachelors,5,Never-married,Exec-managerial,Own-child,Black,Male,6526,2026,44,Germany,<=50K
29,State-gov,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,4526,3342,50,United-States,>50K
19,Private,Some-college,6,Never-married,Other-service,Own-child,Black,Male,6528,1225,30,United-States,<=50K
47,Private,Bachelors,8,Married-civ-spouse,Exec-managerial,Wife,White,Female,6485,3375,41,United-States,>50K
31,Private,Assoc-acdm,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,6273,1259,36,United-States,>50K
35,?,HS-grad,12,Married-civ-spouse,?,Husband,White,Male,6198,1737,31,United-States,<=50K
39,Private,Some-college,7,Divorced,Craft-repair,Not-in-family,White,Male,6644,2859,41,United-States,<=50K
28,Private,Assoc-acdm,8,Never-married,Sales,Not-in-family,White,Female,4672,1680,49,United-States,<=50K
37,Private,Bachelors,8,Married-civ-spouse,Sales,Husband,White,Male,6676,1373,44,United-States,<=50K
46,Private,Assoc-acdm,7,Divorced,Tech-support,Not-in-family,Black,Female,6272,1264,49,United-States,<=50K
38,Federal-gov,Masters,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,6127,1102,39,Iran,>50K
43,Self-emp-not-inc,HS-grad,7,Married-civ-spouse,Craft-repair,Husband,White,Male,5052,3415,43,United-States,<=50K
27,Private,Assoc-voc,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,6454,1800,48,United-States,<=50K
20,Private,Some-college,11,Never-married,Sales,Own-child,White,Male,4462,1136,33,United-States,<=50K
49,Private,Some-college,12,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,6580,1567,44,United-States,>50K
61,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,6677,1242,39,United-States,<=50K
27,Private,Some-college,9,Never-married,Sales,Own-child,White,Female,5002,3301,44,United-States,<=50K
19,Private,Some-college,6,Never-married,Other-service,Own-child,White,Male,4776,2922,46,Mexico,<=50K
70,Private,Some-college,8,Never-married,Tech-support,Other-relative,White,Male,4311,1409,47,United-States,<=50K
31,Private,HS-grad,6,Never-married,Transport-moving,Unmarried,Black,Female,6467,1778,36,United-States,<=50K
22,Private,Some-college,8,Married-civ-spouse,Other-service,Husband,White,Male,6566,3064,44,United-States,<=50K
36,Private,HS-grad,10,Widowed,Other-service,Unmarried,White,Female,6725,3720,42,United-States,<=50K
43,?,Some-college,10,Divorced,?,Not-in-family,White,Female,4316,2051,46,United-States,<=50K
47,Local-gov,Some-college,9,Divorced,Adm-clerical,Unmarried,White,Female,4997,1485,50,Mexico,<=50K
34,Private,HS-grad,5,Never-married,Adm-clerical,Not-in-family,White,Female,5193,3755,38,United-States,<=50K
33,Private,Bachelors,6,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,4224,3153,41,Philippines,<=50K
21,Private,HS-grad,8,Never-married,Craft-repair,Own-child,White,Male,4766,1016,35,United-States,<=50K
52,?,HS-grad,12,Divorced,?,Not-in-family,White,Male,5662,1759,49,United-States,>50K
48,Private,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,5536,1741,47,United-States,<=50K
23,Private,Bachelors,5,Never-married,Handlers-cleaners,Not-in-family,White,Male,6788,1413,42,United-States,<=50K
29,Private,HS-grad,7,Divorced,Craft-repair,Not-in-family,White,Male,5872,1890,50,United-States,<=50K
42,Private,Bachelors,6,Separated,Other-service,Other-relative,Black,Male,6855,1717,31,United-States,<=50K
68,?,1st-4th,9,Divorced,?,Not-in-family,White,Female,6062,2739,35,United-States,<=50K
25,Private,HS-grad,12,Never-married,Other-service,Unmarried,White,Female,6463,3474,43,United-States,<=50K
44,Self-emp-inc,Masters,8,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,4933,3172,35,United-States,<=50K
28,Private,HS-grad,10,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,6161,3751,42,England,<=50K
45,Self-emp-not-inc,Masters,7,Married-civ-spouse,Sales,Husband,White,Male,4686,3104,32,United-States,>50K
36,Private,Some-college,12,Divorced,Other-service,Unmarried,White,Female,5356,2291,31,Mexico,<=50K
39,Federal-gov,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,6379,3176,47,United-States,<=50K
46,State-gov,Masters,11,Widowed,Protective-serv,Unmarried,White,Male,6824,3332,39,United-States,<=50K
18,Private,11th,6,Never-married,Handlers-cleaners,Own-child,White,Male,5259,2655,33,United-States,<=50K
66,Local-gov,Assoc-voc,8,Widowed,Prof-specialty,Not-in-family,White,Female,5038,3802,37,United-States,<=50K
28,State-gov,HS-grad,5,Married-civ-spouse,Protective-serv,Husband,White,Male,5236,2750,46,United-States,<=50K
27,Private,Bachelors,9,Never-married,Craft-repair,Not-in-family,White,Male,5665,1436,35,United-States,<=50K
28,State-gov,Bachelors,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,4691,3777,41,United-States,>50K
27,Private,HS-grad,7,Married-spouse-absent,Sales,Unmarried,White,Female,4113,3300,33,United-States,<=50K
21,Private,HS-grad,8,Never-married,Craft-repair,Own-child,Black,Male,4330,3570,40,United-States,<=50K
34,Private,HS-grad,5,Never-married,Handlers-cleaners,Not-in-family,Black,Male,6218,3117,34,United-States,<=50K
18,Private,HS-grad,8,Never-married,Other-service,Own-child,White,Male,6216,3645,38,United-States,<=50K
33,Private,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,4389,3287,45,United-States,<=50K
44,Local-gov,Some-college,8,Married-civ-spouse,Exec-managerial,Husband,Black,Male,5820,1254,45,United-States,>50K
43,Private,Some-college,5,Divorced,Adm-clerical,Not-in-family,White,Female,6346,1092,30,United-States,<=50K
30,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,5506,2164,32,United-States,<=50K
40,Private,7th-8th,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,6588,3487,47,Mexico,>50K
37,Federal-gov,Some-college,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,6643,1509,48,United-States,>50K
34,Private,HS-grad,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,5202,3313,38,United-States,<=50K
41,Self-emp-not-inc,Bachelors,11,Divorced,Exec-managerial,Not-in-family,White,Female,4918,2251,37,United-States,<=50K
53,?,Bachelors,8,Divorced,?,Not-in-family,White,Female,4304,1284,48,United-States,<=50K
31,Private,Masters,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,4585,1596,31,United-States,<=50K
58,State-gov,Doctorate,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,6456,1591,46,United-States,>50K
38,Private,Some-college,6,Divorced,Machine-op-inspct,Not-in-family,Black,Female,4427,3152,33,United-States,<=50K
24,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5846,1387,50,United-States,<=50K
41,Local-gov,Bachelors,7,Married-civ-spouse,Craft-repair,Husband,Black,Male,4482,1180,44,United-States,<=50K
47,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,5730,3806,40,United-States,<=50K
41,Federal-gov,Bachelors,9,Married-civ-spouse,Tech-support,Husband,White,Male,4197,1971,38,United-States,<=50K
23,Private,5th-6th,8,Married-civ-spouse,Transport-moving,Other-relative,White,Male,4388,2147,49,Mexico,<=50K
36,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,6881,3649,42,United-States,<=50K
24,Self-emp-not-inc,HS-grad,10,Never-married,Sales,Not-in-family,White,Male,4523,2279,42,United-States,<=50K
19,?,HS-grad,11,Never-married,?,Own-child,White,Male,6096,1429,46,Italy,<=50K
51,Private,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,4696,3090,36,United-States,>50K
37,State-gov,HS-grad,11,Divorced,Adm-clerical,Unmarried,White,Female,5561,3682,35,United-States,<=50K
18,Private,11th,8,Never-married,Sales,Own-child,White,Female,4246,2082,37,United-States,<=50K
35,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,5573,1972,38,United-States,<=50K
17,Private,11th,10,Never-married,Sales,Own-child,White,Female,6779,1585,48,United-States,<=50K
44,Local-gov,HS-grad,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,4695,3061,38,United-States,<=50K
37,Private,HS-grad,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4184,1378,46,United-States,>50K
35,Private,Some-college,9,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,4790,2689,37,United-States,<=50K
60,Private,HS-grad,6,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,4077,3216,37,United-States,<=50K
54,Self-emp-inc,7th-8th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,6018,3292,48,United-States,>50K
37,Private,Bachelors,10,Never-married,Exec-managerial,Not-in-family,Black,Male,4143,1737,32,United-States,>50K
50,Private,Assoc-acdm,5,Divorced,Sales,Not-in-family,White,Female,5780,3146,43,United-States,<=50K
38,Private,Bachelors,5,Married-civ-spouse,Sales,Husband,White,Male,4945,1050,50,Poland,<=50K
45,Private,Bachelors,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,6761,3180,46,United-States,<=50K
25,Private,10th,12,Never-married,Craft-repair,Not-in-family,White,Male,6684,3263,50,United-States,<=50K
31,Private,Some-college,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4299,1253,37,United-States,<=50K
64,?,1st-4th,5,Divorced,?,Not-in-family,White,Male,5615,1547,34,United-States,<=50K
54,Private,HS-grad,11,Married-civ-spouse,Adm-clerical,Husband,Black,Male,4180,1945,36,United-States,<=50K
53,Local-gov,Preschool,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,6720,1862,50,United-States,<=50K
18,Private,HS-grad,10,Never-married,Sales,Own-child,White,Female,4246,2816,43,United-States,<=50K
60,?,10th,7,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,5305,1360,35,United-States,<=50K
71,Private,Assoc-voc,5,Widowed,Adm-clerical,Not-in-family,White,Female,4232,3077,50,Columbia,<=50K
65,Private,HS-grad,11,Divorced,Adm-clerical,Not-in-family,White,Female,4751,1732,32,United-States,<=50K
41,Private,HS-grad,10,Divorced,Sales,Unmarried,Black,Female,6517,1617,35,United-States,<=50K
25,Private,Some-college,5,Never-married,Adm-clerical,Not-in-family,White,Male,6566,1488,45,United-States,<=50K
33,Private,Some-college,12,Divorced,Craft-repair,Other-relative,Other,Female,4691,3282,48,United-States,<=50K
28,Private,Prof-school,6,Never-married,Prof-specialty,Not-in-family,White,Male,4857,2485,30,United-States,>50K
59,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,4515,3571,36,United-States,<=50K
40,State-gov,Some-college,8,Never-married,Adm-clerical,Not-in-family,White,Female,5858,2821,41,United-States,<=50K
41,Private,Bachelors,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,6502,3214,40,Iran,>50K
38,Local-gov,Masters,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,6023,3133,50,United-States,>50K
23,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,6593,1060,34,United-States,<=50K
40,Private,Bachelors,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,4957,2721,44,United-States,>50K
